index,name,category,temporal_stat,description,source
715,temporal_std_stat_G_p90,Statistical Features,時間変化の標準偏差,時間変化の標準偏差: Gチャンネルの90パーセンタイル,NumPy/SciPy stats
716,temporal_std_stat_B_mean,Statistical Features,時間変化の標準偏差,時間変化の標準偏差: Bチャンネルの平均値,NumPy/SciPy stats
717,temporal_std_stat_B_std,Statistical Features,時間変化の標準偏差,時間変化の標準偏差: Bチャンネルの標準偏差,NumPy/SciPy stats
718,temporal_std_stat_B_skew,Statistical Features,時間変化の標準偏差,時間変化の標準偏差: Bチャンネルの歪度（分布の非対称性）,NumPy/SciPy stats
719,temporal_std_stat_B_kurtosis,Statistical Features,時間変化の標準偏差,時間変化の標準偏差: Bチャンネルの尖度（分布の尖り）,NumPy/SciPy stats
720,temporal_std_stat_B_p10,Statistical Features,時間変化の標準偏差,時間変化の標準偏差: Bチャンネルの10パーセンタイル,NumPy/SciPy stats
721,temporal_std_stat_B_p90,Statistical Features,時間変化の標準偏差,時間変化の標準偏差: Bチャンネルの90パーセンタイル,NumPy/SciPy stats
722,temporal_std_stat_gray_mean,Statistical Features,時間変化の標準偏差,時間変化の標準偏差: グレースケールの平均値,NumPy/SciPy stats
723,temporal_std_stat_gray_std,Statistical Features,時間変化の標準偏差,時間変化の標準偏差: グレースケールの標準偏差,NumPy/SciPy stats
724,temporal_std_stat_gray_skew,Statistical Features,時間変化の標準偏差,時間変化の標準偏差: グレースケールの歪度（分布の非対称性）,NumPy/SciPy stats
725,temporal_std_stat_gray_kurtosis,Statistical Features,時間変化の標準偏差,時間変化の標準偏差: グレースケールの尖度（分布の尖り）,NumPy/SciPy stats
726,temporal_std_fft_low_freq_ratio,FFT Features,時間変化の標準偏差,時間変化の標準偏差: 2Dフーリエ変換: 低周波成分の比率,NumPy FFT
727,temporal_std_fft_mid_freq_ratio,FFT Features,時間変化の標準偏差,時間変化の標準偏差: 2Dフーリエ変換: 中周波成分の比率,NumPy FFT
728,temporal_std_fft_high_freq_ratio,FFT Features,時間変化の標準偏差,時間変化の標準偏差: 2Dフーリエ変換: 高周波成分の比率,NumPy FFT
729,temporal_std_fft_magnitude_mean,FFT Features,時間変化の標準偏差,時間変化の標準偏差: 2Dフーリエ変換: パワースペクトルの平均,NumPy FFT
730,temporal_std_fft_magnitude_std,FFT Features,時間変化の標準偏差,時間変化の標準偏差: 2Dフーリエ変換: パワースペクトルの標準偏差,NumPy FFT
731,temporal_std_spatial_centroid_x,Spatial Distribution,時間変化の標準偏差,時間変化の標準偏差: 空間分布: 重心X座標（正規化）,OpenCV moments
732,temporal_std_spatial_centroid_y,Spatial Distribution,時間変化の標準偏差,時間変化の標準偏差: 空間分布: 重心Y座標（正規化）,OpenCV moments
733,temporal_std_spatial_variance_x,Spatial Distribution,時間変化の標準偏差,時間変化の標準偏差: 空間分布: X方向の分散（正規化）,OpenCV moments
734,temporal_std_spatial_variance_y,Spatial Distribution,時間変化の標準偏差,時間変化の標準偏差: 空間分布: Y方向の分散（正規化）,OpenCV moments
735,temporal_std_spatial_spread,Spatial Distribution,時間変化の標準偏差,時間変化の標準偏差: 空間分布: 広がり（正規化）,OpenCV moments
736,temporal_std_spatial_quadrant_TL,Spatial Distribution,時間変化の標準偏差,時間変化の標準偏差: 空間分布: 左上象限の分布比率,OpenCV moments
737,temporal_std_spatial_quadrant_TR,Spatial Distribution,時間変化の標準偏差,時間変化の標準偏差: 空間分布: 右上象限の分布比率,OpenCV moments
738,temporal_std_spatial_quadrant_BL,Spatial Distribution,時間変化の標準偏差,時間変化の標準偏差: 空間分布: 左下象限の分布比率,OpenCV moments
739,temporal_std_spatial_quadrant_BR,Spatial Distribution,時間変化の標準偏差,時間変化の標準偏差: 空間分布: 右下象限の分布比率,OpenCV moments
